CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,EstimatedSalary,Num_Trans_12Months,Num_Trans_6Months,Num_Trans_3Months,IsActiveMember
15750181,553,Germany,Male,41,9,110112.54,2,0,81898.81,219,116,6,0
15659428,520,Spain,Female,42,6,0,2,1,34410.55,279,153,8,1
15732963,722,Spain,Female,29,9,0,2,1,142033.07,295,166,27,1
15794171,475,France,Female,45,0,134264.04,1,1,27822.99,206,60,17,0
15788448,490,Spain,Male,31,3,145260.23,1,0,114066.77,289,181,165,1
15729599,804,Spain,Male,33,7,76548.6,1,0,98453.45,264,113,112,1
15717426,850,France,Male,36,7,0,1,1,40812.9,248,170,119,1
15585768,582,Germany,Male,41,6,70349.48,2,0,178074.04,210,142,109,1
15619360,472,Spain,Male,40,4,0,1,1,70154.22,143,104,26,0
15738148,465,France,Female,51,8,122522.32,1,0,181297.65,163,81,13,0
15687946,556,France,Female,61,2,117419.35,1,1,94153.83,255,196,83,1
15755196,834,France,Female,49,2,131394.56,1,0,194365.76,216,75,13,0
15684171,660,Spain,Female,61,5,155931.11,1,1,158338.39,202,98,69,1
15754849,776,Germany,Female,32,4,109421.13,2,1,126517.46,252,87,78,1
15602280,829,Germany,Female,27,9,112045.67,1,1,119708.21,206,159,21,1
15771573,637,Germany,Female,39,9,137843.8,1,1,117622.8,226,181,171,1
15766205,550,Germany,Male,38,2,103391.38,1,0,90878.13,271,81,4,1
15771873,776,Germany,Female,37,2,103769.22,2,1,194099.12,182,116,28,0
15616550,698,Germany,Male,44,10,116363.37,2,1,198059.16,131,67,17,0
15768193,585,Germany,Male,36,5,146050.97,2,0,86424.57,126,113,24,0
15683553,788,France,Female,33,5,0,2,0,116978.19,204,101,16,0
15702298,655,Germany,Male,41,8,125561.97,1,0,164040.94,121,117,15,0
15569590,601,Germany,Male,42,1,98495.72,1,1,40014.76,158,66,0,0
15760861,619,France,Male,43,1,125211.92,1,1,113410.49,204,171,92,1
15630053,656,France,Male,45,5,127864.4,1,1,87107.57,184,89,4,0
15647091,725,Germany,Male,19,0,75888.2,1,0,45613.75,129,95,6,0
15623944,511,Spain,Female,66,4,0,1,1,1643.11,126,72,19,0
15804771,614,France,Male,51,4,40685.92,1,1,46775.28,277,149,103,1
15651280,742,Germany,Male,35,5,136857,1,0,84509.57,218,86,23,0
15773469,687,Germany,Female,27,9,152328.88,2,0,126494.82,211,89,21,0
15702014,555,Spain,Male,33,1,56084.69,2,0,178798.13,184,119,10,0
15751208,684,Spain,Male,56,8,78707.16,1,1,99398.36,236,138,137,1
15592461,603,Germany,Male,26,4,109166.37,1,1,92840.67,207,99,43,1
15789484,751,Germany,Female,36,6,169831.46,2,1,27758.36,251,102,87,1
15696061,581,Germany,Female,34,1,101633.04,1,1,110431.51,155,116,8,0
15641582,735,Germany,Male,43,10,123180.01,2,1,196673.28,284,105,98,1
15638424,661,Germany,Female,35,5,150725.53,2,0,113656.85,246,196,80,1
15755648,675,France,Female,21,8,98373.26,1,1,18203,152,92,16,0
15703793,738,Germany,Male,58,2,133745.44,4,1,28373.86,111,87,6,0
15620344,813,France,Male,29,6,0,1,1,33953.87,153,101,5,0
15812518,657,Spain,Female,37,0,163607.18,1,0,44203.55,298,199,84,1
15779052,604,Germany,Female,25,5,157780.84,2,1,58426.81,273,130,94,1
15770811,519,France,Male,36,9,0,2,0,145562.4,236,140,34,1
15780961,735,France,Female,21,1,178718.19,2,1,22388,117,69,7,0
15614049,664,France,Male,55,8,0,2,1,139161.64,273,104,57,1
15662085,678,France,Female,32,9,0,1,1,148210.64,294,149,107,1
15575185,757,Spain,Male,33,5,77253.22,1,0,194239.63,266,137,43,1
15803136,416,Germany,Female,41,10,122189.66,2,1,98301.61,114,98,4,0
15706021,665,France,Female,34,1,96645.54,2,0,171413.66,216,96,24,0
15663706,777,France,Female,32,2,0,1,1,136458.19,199,82,19,0
15641732,543,France,Female,36,3,0,2,0,26019.59,172,120,14,0
15701164,506,France,Female,34,4,90307.62,1,1,159235.29,300,90,76,1
15738751,493,France,Female,46,4,0,2,1,1907.66,117,96,1,0
15805254,652,Spain,Female,75,10,0,2,1,114675.75,225,180,38,1
15762418,750,Spain,Male,22,3,121681.82,1,1,128643.35,186,120,8,0
15625759,729,France,Male,30,9,0,2,1,151869.35,102,89,4,0
15622897,646,France,Female,46,4,0,3,1,93251.42,150,67,1,0
15767954,635,Germany,Female,28,3,81623.67,2,1,156791.36,267,113,47,1
15757535,647,Spain,Female,44,5,0,3,1,174205.22,299,110,81,1
15731511,808,France,Male,45,7,118626.55,2,1,147132.46,170,76,16,0
15809248,524,France,Female,36,10,0,2,1,109614.57,102,76,13,0
15640635,769,France,Male,29,8,0,2,1,172290.61,211,145,141,1
15676966,730,Spain,Male,42,4,0,2,0,85982.47,224,200,144,1
15699461,515,Spain,Male,35,10,176273.95,1,0,121277.78,294,170,160,1
15738721,773,Spain,Male,41,9,102827.44,1,0,64595.25,253,192,2,1
15693683,814,Germany,Male,29,8,97086.4,2,1,197276.13,263,138,116,1
15604348,710,Spain,Male,22,8,0,2,0,99645.04,193,97,6,0
15633059,413,France,Male,34,9,0,2,0,6534.18,220,97,11,0
15808582,665,France,Female,40,6,0,1,1,161848.03,235,99,70,1
15743192,623,France,Female,44,6,0,2,0,167162.43,180,69,18,0
15580146,738,France,Male,31,9,82674.15,1,1,41970.72,217,117,28,0
15776605,528,Spain,Male,36,7,0,2,1,60536.56,213,97,16,0
15804919,670,Spain,Female,65,1,0,1,1,177655.68,269,102,96,1
15613854,622,Spain,Female,46,4,107073.27,2,1,30984.59,296,146,63,1
15599195,582,Germany,Male,32,1,88938.62,1,1,10054.53,211,172,132,1
15812878,785,Germany,Female,36,2,99806.85,1,0,36976.52,259,182,173,1
15602312,605,Spain,Male,33,5,150092.8,1,0,71862.79,137,111,18,0
15744689,479,Germany,Male,35,9,92833.89,1,1,99449.86,157,94,27,0
15803526,685,Germany,Male,30,3,90536.81,1,0,63082.88,282,192,100,1
15665790,538,Germany,Male,39,7,108055.1,2,1,27231.26,140,116,20,0
15715951,562,France,Male,42,2,100238.35,1,0,86797.41,173,92,8,0
15591100,675,Spain,Male,36,9,106190.55,1,0,22994.32,229,151,93,1
15609618,721,Germany,Male,28,9,154475.54,2,0,101300.94,200,195,34,1
15675522,628,Germany,Female,30,9,132351.29,2,1,74169.13,200,157,18,1
15705512,668,Germany,Female,37,6,167864.4,1,1,115638.29,110,76,9,0
15698028,506,France,Female,41,1,0,2,1,31766.3,114,86,9,0
15661670,524,Germany,Female,31,8,107818.63,1,1,199725.39,120,115,16,0
15600781,699,Germany,Male,34,4,185173.81,2,1,120834.48,186,85,0,0
15682472,828,France,Male,34,8,129433.34,2,0,38131.77,142,113,15,0
15580203,674,Spain,Male,39,6,120193.42,1,0,100130.95,218,89,20,0
15690673,656,France,Female,39,6,0,2,1,141069.88,144,112,25,0
15760085,684,Germany,Female,48,10,126384.42,1,1,198129.36,217,153,128,1
15779659,625,France,Female,28,3,0,1,0,183646.41,188,110,23,0
15627360,432,France,Male,42,9,152603.45,1,1,110265.24,157,87,25,0
15671137,549,France,Female,52,1,0,1,0,8636.05,255,99,84,1
15782688,625,Germany,Male,56,0,148507.24,1,1,46824.08,101,97,14,0
15575492,828,France,Female,41,7,0,2,1,171378.77,195,98,23,0
15591607,770,France,Male,24,9,101827.07,1,1,167256.35,198,111,29,0
15740404,758,France,Female,34,3,0,2,1,124226.16,200,118,58,1
15718369,795,Germany,Female,33,9,130862.43,1,1,114935.21,232,89,58,1
15677871,687,France,Male,38,9,122570.87,1,1,35608.88,268,132,18,1
15642004,686,France,Male,25,1,0,2,0,16459.37,204,80,26,1
15712543,789,Germany,Male,39,7,124828.46,2,1,124411.08,299,154,39,1
15584518,589,Germany,Female,50,5,144895.05,2,1,34941.23,252,194,166,1
15802381,461,Germany,Female,34,5,63663.93,1,0,167784.28,262,155,40,1
15610156,637,France,Male,40,2,133463.1,1,0,93165.34,200,148,101,1
15594408,584,Spain,Female,48,2,213146.2,1,1,75161.25,135,94,28,0
15640905,579,Spain,Female,35,1,129490.36,2,0,8590.83,232,145,55,1
15698932,756,Germany,Male,44,10,137452.09,1,1,189543.9,160,62,15,0
15724944,663,France,Male,34,7,0,2,1,180427.24,211,139,54,1
15628145,682,France,Female,43,5,125851.93,1,1,193318.33,218,92,28,1
15713483,793,Spain,Male,52,2,0,1,1,159123.82,215,102,0,0
15612350,691,France,Female,31,5,40915.55,1,1,126213.84,199,84,25,0
15800703,485,Spain,Female,21,5,113157.22,1,1,54141.5,291,151,111,1
15705707,635,Spain,Female,29,8,138296.94,2,1,141075.51,190,86,6,0
15754105,650,France,Male,37,5,106967.18,1,0,24495.03,218,116,6,0
15703264,735,France,Male,44,9,120681.63,1,1,74836.34,104,81,22,0
15794413,416,France,Male,32,0,0,2,0,878.87,219,143,110,1
15650237,754,Spain,Female,32,7,0,2,1,89520.75,173,106,27,0
15759618,535,France,Female,48,9,0,1,1,149892.79,149,104,16,0
15811589,716,Spain,Male,42,8,0,2,1,180800.42,199,98,11,0
15689044,539,France,Male,37,2,127609.59,1,1,98646.22,217,115,33,0
15709368,614,France,Female,43,6,0,2,1,109041.53,285,154,96,1
15679145,706,Spain,Male,57,7,0,1,1,17941.16,101,90,23,0
15655007,758,France,Female,33,7,0,2,0,82996.47,200,92,5,0
15623595,586,Spain,Female,28,2,0,2,1,92067.35,255,88,44,1
15589975,646,France,Female,73,6,97259.25,1,0,104719.66,273,136,132,1
15804017,631,Germany,Female,33,4,123246.7,1,0,112687.57,204,90,24,0
15692132,717,Spain,Female,22,6,101060.25,1,0,84699.56,296,80,24,1
15641122,684,France,Male,30,2,0,2,1,83473.82,106,78,14,0
15630910,800,France,Female,49,7,108007.36,1,0,47125.11,183,87,7,0
15680772,721,Spain,Female,36,2,0,2,1,106977.8,294,197,118,1
15658929,683,Spain,Male,29,0,133702.89,1,1,55582.54,155,112,3,0
15585388,660,Germany,Male,31,9,125189.75,2,1,139874.43,236,166,162,1
15724623,704,Germany,Female,24,7,113034.22,1,1,162503.48,148,113,14,0
15588537,615,Spain,Female,41,9,109013.23,1,1,196499.96,195,116,17,0
15574692,667,Spain,Female,39,2,0,2,1,40721.24,144,94,17,0
15611325,682,Germany,Male,24,9,57929.81,2,0,53134.3,106,76,13,0
15587562,484,France,Female,29,4,130114.39,1,1,164017.89,145,69,12,0
15613172,628,Germany,Male,27,5,95826.49,2,1,155996.96,195,76,7,0
15651022,480,Germany,Male,44,10,129608.57,1,1,5472.7,147,108,6,0
15586310,578,France,Male,30,4,169462.09,1,1,112187.11,176,110,3,0
15625524,512,France,Male,40,5,0,2,1,146457.83,218,161,137,1
15755209,484,Spain,Female,35,7,133868.21,1,1,27286.1,269,98,18,1
15645248,510,France,Female,30,0,0,2,1,130553.47,225,172,164,1
15790355,606,Germany,Male,36,5,190479.48,2,0,179351.89,197,114,12,0
15762615,597,Spain,Female,40,8,101993.12,1,0,94774.12,262,81,25,1
15625426,754,Germany,Female,55,3,161608.81,1,1,8080.85,121,73,2,0
15716334,850,Spain,Female,45,2,122311.21,1,1,19482.5,271,96,17,1
15789669,510,France,Male,65,2,0,2,1,48071.61,201,124,24,1
15621075,778,Germany,Female,45,1,162150.42,2,1,174531.27,210,69,20,0
15810845,636,France,Male,42,2,0,2,1,55470.78,261,117,72,1
15719377,804,France,Female,50,4,0,1,1,8546.87,231,149,61,1
15654506,514,France,Male,32,8,0,2,1,95857.18,182,101,9,0
15771977,730,France,Female,39,1,99010.67,1,1,194945.8,189,117,25,0
15708710,525,Spain,Female,37,0,0,1,0,131521.72,257,150,28,1
15726676,616,Spain,Male,30,5,0,2,0,196108.51,275,104,79,1
15587421,687,Germany,Female,34,7,111388.18,2,1,148564.76,102,81,24,0
15726931,715,France,Female,41,8,56214.85,2,0,92982.61,209,73,19,0
15771086,512,France,Female,36,3,84327.77,2,1,17675.36,197,85,22,0
15756850,479,France,Male,40,1,0,2,0,114996.43,132,93,9,0
15702741,601,France,Male,32,8,93012.89,1,1,86957.42,204,98,9,0
15679200,580,Spain,Male,29,9,61710.44,2,1,128077.8,174,95,22,0
15594815,807,France,Male,35,3,174790.15,1,1,600.36,212,123,97,1
15635905,616,Spain,Female,32,6,0,2,1,43001.46,223,198,35,1
15777892,721,Germany,Male,37,3,107720.64,1,1,158591.12,255,97,26,1
15656176,501,France,Male,57,10,0,2,1,47847.19,219,82,31,1
15811127,521,France,Male,35,6,96423.84,1,1,10488.44,118,63,5,0
15604482,850,Spain,Male,30,2,141040.01,1,1,5978.2,206,123,63,1
15622911,759,France,Male,42,4,105420.18,1,0,121409.06,281,190,160,1
15600974,516,Spain,Male,50,5,0,1,0,146145.93,263,111,50,1
15727868,711,France,Female,38,2,129022.06,2,1,14374.86,261,169,54,1
15627801,512,Spain,Male,33,3,176666.62,1,1,94670.77,149,103,13,0
15773039,550,France,Male,37,3,0,1,1,179670.31,257,111,13,1
15755262,608,Spain,Female,41,3,89763.84,1,0,199304.74,219,62,14,0
15679531,618,France,Male,34,5,134954.53,1,1,151954.39,226,198,39,1
15684181,643,France,Male,45,5,0,1,1,142513.5,160,62,4,0
15612087,671,France,Male,45,2,106376.85,1,0,158264.62,208,181,88,1
15752047,689,Germany,Male,33,2,161814.64,2,1,169381.9,196,115,6,0
15624592,603,France,Male,31,8,0,2,1,169915.02,212,190,124,1
15573152,620,France,Female,41,9,0,2,0,88852.47,183,96,7,0
15594917,676,France,Female,34,1,63095.01,1,1,40645.81,210,132,9,1
15785542,572,Germany,Male,26,4,118287.01,2,0,60427.3,128,93,21,0
15723488,668,Germany,Male,47,7,106854.21,1,0,157959.02,239,186,83,1
15680920,695,France,Male,46,7,49512.55,1,1,133007.34,151,84,21,0
15786308,730,Spain,Female,33,9,0,2,0,176576.62,118,70,1,0
15659366,807,France,Male,43,1,105799.32,2,1,34888.04,154,82,10,0
15774854,592,France,Male,54,8,0,1,1,28737.71,300,151,113,1
15725311,726,France,Female,31,9,114722.05,2,1,98178.57,284,158,139,1
15787155,514,Spain,Male,30,7,0,1,0,125010.24,285,151,114,1
15727829,567,France,Male,42,2,0,2,1,167984.61,292,144,119,1
15733247,850,France,Male,33,10,0,1,1,4861.72,141,63,15,0
15568748,671,Germany,Male,45,6,99564.22,1,1,108872.45,233,80,52,1
15699029,670,France,Male,37,4,170557.91,2,1,198252.88,149,69,8,0
15774393,694,France,Female,30,9,0,2,1,26960.31,266,103,21,1
15676895,547,Germany,Female,39,6,74596.15,3,1,85746.52,221,186,83,1
15637753,751,Germany,Male,50,2,96888.39,1,1,77206.25,113,106,27,0
15605461,594,Germany,Female,29,3,130830.22,1,1,61048.53,114,113,30,0
15808473,673,France,Male,72,1,0,2,0,111981.19,203,84,42,1
15627000,610,France,Male,40,0,0,2,1,62232.6,110,82,5,0
15787174,512,France,Female,37,1,0,2,0,156105.03,203,136,9,1
15723886,767,Germany,Male,20,3,119714.25,2,0,150135.38,219,130,90,1
15704769,585,France,Female,67,5,113978.97,2,0,93146.11,229,133,121,1
15772896,763,Germany,Male,42,6,100160.75,1,1,33462.94,168,107,5,0
15711540,712,France,Female,29,2,0,1,1,144375,208,127,76,1
15764866,539,Germany,Female,43,3,116220.5,3,1,55803.96,208,62,14,0
15794056,668,France,Female,46,2,0,3,1,89048.46,162,72,10,0
15795149,703,France,Male,28,2,81173.83,2,0,162812.16,285,105,54,1
15812009,662,Spain,Male,38,4,0,2,1,136259.65,159,120,4,0
15651001,725,Germany,Female,39,5,116803.8,1,1,124052.97,212,72,2,0
15813844,703,France,Male,37,8,105961.68,2,0,74158.8,289,112,9,1
15596175,659,Germany,Male,67,6,117411.6,1,1,45071.09,259,167,147,1
15576269,523,Spain,Male,34,7,0,2,1,62030.06,116,64,11,0
15797219,635,France,Female,40,10,123497.58,1,1,131953.23,205,85,0,0
15685500,772,Germany,Male,26,7,152400.51,2,1,79414,112,71,11,0
15599792,545,France,Female,26,1,0,2,1,199638.56,203,136,72,1
15657566,634,Germany,Male,24,8,103097.85,1,1,157577.29,275,118,78,1
15772423,739,Germany,Male,54,8,126418.14,1,1,134420.75,205,60,0,0
15628112,771,Germany,Female,36,5,77846.9,1,0,99805.99,219,64,19,0
15753754,587,Spain,Female,34,1,0,2,1,97932.68,210,139,138,1
15793726,681,France,Female,79,0,0,2,0,170968.99,288,118,49,1
15694717,544,Germany,Male,37,2,79731.91,1,1,57558.95,231,133,104,1
15665834,696,Spain,Male,28,8,0,1,0,176713.47,105,61,1,0
15765297,766,Spain,Male,41,0,0,2,0,34283.23,209,158,104,1
15636684,727,France,Male,34,10,0,2,1,198637.34,238,93,16,1
15592979,671,Germany,Female,34,6,37266.67,2,0,156917.12,100,95,11,0
15750803,693,France,Female,30,6,127992.25,1,1,50457.2,263,153,92,1
15607178,850,Germany,Male,38,3,54901.01,1,1,140075.55,251,81,53,1
15713853,732,Germany,Male,42,9,108748.08,2,1,65323.11,250,130,103,1
15673481,726,Spain,Female,48,6,99906.19,1,1,64323.24,197,112,19,0
15686776,557,France,Female,32,6,184686.41,2,1,14956.44,143,111,21,0
15673693,682,France,Female,26,0,110654.02,1,0,111879.21,287,87,13,1
15700696,738,Spain,Male,31,9,79019.8,1,1,18606.23,201,193,122,1
15813163,531,Spain,Female,36,9,99240.51,1,1,123137.01,181,103,30,0
15653857,498,France,Male,34,2,0,2,1,148528.24,213,196,188,1
15777076,651,France,Male,36,7,0,2,1,13898.31,138,86,17,0
15717398,549,Spain,Female,39,7,0,1,0,81259.25,195,104,30,0
15799217,791,Germany,Female,35,7,52436.2,1,1,161051.75,171,119,14,0
15787071,650,Spain,Male,41,9,0,2,0,191599.67,276,138,27,1
15619955,733,Germany,Male,34,3,100337.96,3,1,48559.19,219,106,25,0
15796505,811,Germany,Female,34,1,149297.19,2,1,186339.74,292,164,65,1
15725166,707,France,Male,30,8,0,2,1,33159.37,165,72,6,0
15800116,712,Germany,Male,28,4,145605.44,1,0,93883.53,235,81,56,1
15758685,706,Spain,Female,37,7,0,2,1,110899.3,238,195,158,1
15694456,756,France,Male,62,3,0,1,1,11199.04,297,188,36,1
15767339,777,France,Female,53,10,0,2,1,189992.97,149,74,10,0
15683562,646,France,Male,35,6,84026.86,1,0,164255.69,247,123,21,1
15782210,714,France,Male,46,1,0,1,1,152167.79,168,105,4,0
15668893,782,France,Male,39,8,0,2,1,33949.67,225,166,144,1
15669169,775,Spain,Male,29,10,0,2,1,68143.93,205,107,31,1
15643024,479,Germany,Male,35,4,138718.92,1,1,47251.79,200,145,27,1
15699389,807,France,Male,42,7,118274.71,1,1,25885.72,219,96,14,1
15708608,799,France,Female,22,8,174185.98,2,0,192633.85,217,164,161,1
15626144,675,France,Male,40,7,113208.86,2,1,34577.36,100,66,0,0
15573112,602,Spain,Male,29,5,103907.28,1,1,161229.84,193,86,20,0
15790678,475,France,Female,32,8,119023.28,1,1,100816.29,168,120,31,0
15727556,744,Spain,Female,26,5,166297.89,1,1,181694.44,206,163,91,1
15697307,588,Spain,Male,34,10,0,2,1,79078.91,113,83,21,0
15652266,703,Germany,Male,42,9,63227,1,0,137316.32,202,191,120,1
15607098,747,Spain,Female,41,5,94521.17,2,1,194926.86,181,101,29,0
15655774,583,France,Male,27,7,0,2,1,51285.49,176,71,0,0
15590241,750,Spain,Female,34,9,112822.26,1,0,150401.53,148,102,18,0
15785819,681,France,Male,38,3,0,2,1,112491.96,221,171,67,1
15723654,773,France,Male,25,2,135903.33,1,1,73656.38,217,96,2,0
15774510,714,France,Female,31,4,125169.26,1,1,106636.89,280,95,9,1
15684173,687,Spain,Female,44,7,0,3,1,155853.52,121,93,4,0
15650068,511,France,Male,58,0,149117.31,1,1,162599.51,264,151,56,1
15811490,627,France,Male,33,5,0,2,1,103737.82,200,141,4,1
15803976,694,France,Female,31,10,0,2,1,160990.27,172,106,18,0
15682541,616,Spain,Female,36,6,132311.71,1,0,15462.84,216,119,3,0
15695699,687,France,Male,35,8,0,2,1,10334.05,194,119,19,0
15624188,712,France,Female,33,6,0,2,1,190686.16,281,84,50,1
15812191,553,France,Male,33,4,118082.89,1,0,94440.45,174,103,30,0
15636673,667,France,Male,31,1,119266.69,1,1,28257.63,295,130,97,1
15594898,731,France,Male,43,2,0,1,1,170034.95,226,115,74,1
15660211,629,Germany,Male,35,7,156847.29,2,1,31824.29,111,63,10,0
15773972,614,France,Male,50,4,137104.47,1,1,127166.49,130,97,1,0
15746726,438,Germany,Male,31,8,78398.69,1,1,44937.01,126,103,7,0
15712287,652,France,Female,80,4,0,2,1,188603.07,293,90,50,1
15702919,729,Germany,Male,30,6,63669.42,1,1,145111.37,118,68,16,0
15674398,642,France,Male,38,3,0,2,0,171463.83,107,62,0,0
15797960,806,Germany,Female,59,0,135296.33,1,1,182822.5,220,75,8,0
15631868,744,Spain,Male,36,2,153804.44,1,1,87213.33,200,132,69,1
15581539,474,Spain,Male,37,3,0,2,0,57175.32,212,102,23,0
15662736,559,France,Male,49,2,147069.78,1,1,120540.83,189,108,6,0
15666252,706,Spain,Male,42,9,0,2,1,28714.34,218,129,47,1
15677512,628,Spain,Female,22,3,0,1,1,85426.28,189,81,2,0
15626114,429,France,Male,24,4,95741.75,1,1,46170.75,219,104,12,0
15810834,525,Spain,Female,57,2,145965.33,1,1,64448.36,299,157,121,1
15678910,680,France,Female,30,8,141441.75,1,1,16278.97,276,146,20,1
15694408,749,France,Male,40,1,139290.41,1,1,182855.42,150,67,0,0
15585215,763,France,Female,31,4,0,2,0,50404.72,156,116,0,0
15682757,734,France,Male,30,3,0,2,1,107640.25,111,95,7,0
15736601,716,France,Male,35,4,144428.87,1,1,134132.65,102,67,11,0
15601848,594,France,Male,35,2,0,2,1,103480.69,196,109,10,0
15736008,644,France,Female,46,9,95441.27,1,1,108761.05,103,87,12,0
15669064,671,Germany,Male,35,1,144848.74,1,1,179012.3,253,161,16,1
15624528,664,Germany,Male,26,7,116244.14,2,1,95145.14,228,181,67,1
15598493,656,France,Male,50,7,0,2,0,72143.44,276,119,47,1
15601274,667,Spain,Female,40,1,146502.07,1,1,19162.89,180,81,19,0
15702669,663,Germany,Male,44,2,117028.6,2,0,144680.18,239,137,111,1
15728669,584,Germany,Female,30,8,112013.81,1,1,177772.03,151,116,6,0
15742668,626,Spain,Female,37,6,108269.37,1,1,5597.94,181,66,11,0
15697441,485,France,Male,29,7,182123.79,1,1,116828.51,193,95,10,0
15740476,659,Germany,Female,32,3,150923.74,2,0,174652.51,286,86,56,1
15648064,649,France,Male,33,2,0,2,1,2010.98,130,115,14,0
15636624,805,Spain,Female,39,5,165272.13,1,1,14109.85,179,73,9,0
15807923,716,Germany,Female,39,10,115301.31,1,1,43527.4,159,69,10,0
15745844,642,Germany,Female,40,6,129502.49,2,0,86099.23,242,171,28,1
15786170,659,France,Male,31,4,118342.26,1,0,161574.19,123,120,7,0
15681081,545,Spain,Female,47,5,0,2,1,38970.14,255,135,93,1
15684484,543,France,Male,22,8,0,2,0,127587.22,185,90,19,0
15785869,718,France,Female,25,7,0,2,1,30380.12,180,111,17,0
15763859,840,France,Female,43,7,0,2,1,90908.95,134,85,13,0
15658935,630,Germany,Female,34,9,106937.05,2,1,138275.01,154,117,21,0
15747358,643,Germany,Male,59,3,170331.37,1,1,32171.79,256,138,98,1
15735203,654,Germany,Female,32,1,114510.85,1,1,126143.23,205,138,42,1
15576256,582,France,Male,39,5,0,2,1,129892.93,283,159,140,1
15659420,659,Spain,Male,32,3,107594.11,2,1,102416.84,279,193,133,1
15593365,762,Spain,Male,39,2,81273.13,1,1,18719.67,294,184,110,1
15777352,568,Spain,Female,32,7,169399.6,1,1,61936.22,201,81,19,0
15812007,670,Spain,Male,25,6,0,2,1,78358.94,269,156,59,1
15625461,613,France,Female,45,1,187841.99,2,1,147224.27,212,100,22,1
15739438,539,France,Male,30,0,0,2,1,160979.66,191,88,1,0
15611759,850,Spain,Female,57,8,126776.3,2,1,132298.49,201,95,53,1
15661629,522,Spain,Male,34,9,126436.29,1,1,174248.52,104,62,13,0
15633950,737,France,Male,41,1,101960.74,1,1,123547.28,191,170,163,1
15592386,520,France,Male,58,3,0,2,0,32790.02,230,134,22,1
15803716,706,Spain,Male,28,3,0,2,0,181543.67,210,143,40,1
15696674,643,Germany,Female,45,2,150842.93,1,0,2319.96,162,149,55,1
15706365,648,France,Female,50,9,102535.57,1,1,189543.19,175,113,61,1
15745088,443,Germany,Female,29,9,99027.61,2,1,10940.4,171,77,13,0
15676715,640,France,Male,68,9,0,2,1,199493.38,195,141,81,1
15613085,628,Spain,Female,33,3,0,1,1,188193.25,151,130,126,1
15633537,540,Germany,Female,42,9,87271.41,2,1,172572.64,106,66,7,0
15594720,460,Germany,Female,35,8,102742.91,2,1,189339.6,175,160,152,1
15684042,636,Germany,Male,34,2,40105.51,2,0,53512.16,242,152,57,1
15583303,593,France,Female,29,2,152265.43,1,1,34004.44,207,106,16,0
15611579,801,Spain,Male,42,4,141947.67,1,1,10598.29,214,123,26,1
15774696,640,Germany,Female,75,1,106307.91,2,0,113428.77,244,80,14,1
15694506,611,Germany,Male,31,0,107884.81,2,1,183487.98,166,123,68,1
